id,target,target_clip_id,freq_rank,axis,target_feature,option_1,option_2,option_3,option_4,correct_option,difficulty,southern_merged
00362,bạn,v00200,110,final,n,bạn,bạng,bạnh,bạc,1,hard,0
00363,thế,v05297,111,tone,sac,thế,thệ,thê,thể,1,hard,0
00364,thế,v05297,111,vowel,ê,thế,thé,thứ,thí,1,medium,0
00365,thế,v05297,111,onset,th,thế,tế,chế,kế,1,medium,0
00366,thế,v05297,111,final,,thế,thếp,thết,thếch,1,easy,0
00367,thị,v05312,112,tone,nang,thị,thì,thí,thi,1,hard,0
00368,thị,v05312,112,vowel,i,thị,thụ,thọ,thự,1,easy,0
00369,thị,v05312,112,onset,th,thị,tị,bị,chị,1,medium,0
00370,thị,v05312,112,final,,thị,thịt,thịnh,thịch,1,easy,0
00371,sản,v04897,113,tone,hoi,sản,sàn,sạn,san,1,medium,0
00372,sản,v04897,113,vowel,a,sản,sẳn,sển,sẩn,1,medium,0
00373,sản,v04897,113,onset,s,sản,xản,bản,quản,1,medium,0
00374,sản,v04897,113,final,n,sản,sảnh,sảng,sảo,1,hard,0
00375,em,v01314,114,vowel,e,em,êm,âm,ôm,1,medium,0
00376,em,v01314,114,onset,,em,xem,đem,kem,1,easy,0
00377,em,v01314,114,final,m,em,e,eo,en,1,easy,0
00378,đây,v06717,115,tone,ngang,đây,đầy,đấy,đẩy,1,hard,0
00379,đây,v06717,115,onset,đ,đây,xây,gây,cây,1,easy,0
00380,đây,v06717,115,final,y,đây,đâu,đâm,đân,1,easy,0
00381,tế,v05894,116,tone,sac,tế,tệ,tê,tễ,1,hard,0
00382,tế,v05894,116,vowel,ê,tế,té,tố,tá,1,medium,0
00383,tế,v05894,116,onset,t,tế,thế,chế,kế,1,medium,0
00384,tế,v05894,116,final,,tế,tết,tếu,tếch,1,easy,0
00385,đường,v06796,117,tone,huyen,đường,đương,đượng,đưỡng,1,hard,0
00386,đường,v06796,117,vowel,ươ,đường,đồng,đừng,đằng,1,easy,0
00387,đường,v06796,117,onset,đ,đường,trường,thường,cường,1,easy,0
00388,cả,v00869,118,tone,hoi,cả,cà,cá,ca,1,medium,0
00389,cả,v00869,118,vowel,a,cả,của,cổ,cửa,1,easy,0
00390,cả,v00869,118,onset,c,cả,quả,giả,trả,1,easy,0
00391,cả,v00869,118,final,,cả,cảm,cảnh,cải,1,easy,0
00392,đối,v06896,119,tone,sac,đối,đội,đôi,đỗi,1,hard,0
00393,đối,v06896,119,vowel,ô,đối,đới,đuối,đái,1,hard,0
00394,đối,v06896,119,onset,đ,đối,tối,phối,mối,1,easy,0
00395,đối,v06896,119,final,i,đối,đốc,đốt,đống,1,easy,0
00396,bệnh,v00275,120,tone,nang,bệnh,bềnh,bếnh,bênh,1,hard,0
00397,bệnh,v00275,120,onset,b,bệnh,lệnh,mệnh,vệnh,1,easy,0
00398,bệnh,v00275,120,final,nh,bệnh,bện,bệ,bệt,1,medium,0
00399,hai,v01639,121,tone,ngang,hai,hài,hái,hải,1,hard,0
00400,hai,v01639,121,vowel,a,hai,hơi,hôi,huôi,1,easy,0
00401,hai,v01639,121,onset,h,hai,khai,ai,trai,1,easy,0
00402,hai,v01639,121,final,i,hai,hay,ha,hang,1,easy,0
00403,án,v06556,122,tone,sac,án,an,ản,àn,1,medium,0
00404,án,v06556,122,vowel,a,án,ấn,yến,uốn,1,easy,0
00405,án,v06556,122,onset,,án,bán,cán,quán,1,easy,0
00406,án,v06556,122,final,n,án,ánh,áng,áp,1,hard,0
00407,nói,v03810,123,tone,sac,nói,noi,nọi,nòi,1,hard,0
00408,nói,v03810,123,onset,n,nói,lói,gói,thói,1,medium,0
00409,thi,v05054,124,tone,ngang,thi,thì,thí,thị,1,hard,0
00410,thi,v05054,124,vowel,i,thi,thu,thư,thơ,1,easy,0
00411,thi,v05054,124,onset,th,thi,ti,khi,đi,1,medium,0
00412,thi,v05054,124,final,,thi,thinh,thiu,thin,1,easy,0
00413,tiếp,v05383,125,vowel,iê,tiếp,tếp,tấp,tốp,1,medium,0
00414,tiếp,v05383,125,onset,t,tiếp,thiếp,hiếp,nhiếp,1,medium,0
00415,tiếp,v05383,125,final,p,tiếp,tiếng,tiến,tiết,1,easy,0
00416,chức,v00722,126,vowel,ư,chức,chúc,chiếc,chắc,1,medium,0
00417,chức,v00722,126,onset,ch,chức,trức,thức,mức,1,medium,0
00418,chức,v00722,126,final,c,chức,chứt,chứng,chứ,1,medium,0
00419,tư,v05821,127,tone,ngang,tư,từ,tứ,tự,1,hard,0
00420,tư,v05821,127,vowel,ư,tư,tu,tơ,ty,1,hard,0
00421,tư,v05821,127,onset,t,tư,thư,như,sư,1,medium,0
00422,hình,v01807,128,tone,huyen,hình,hinh,hỉnh,hĩnh,1,hard,0
00423,hình,v01807,128,onset,h,hình,mình,trình,tình,1,easy,0
00424,nghiệp,v03168,129,onset,ngh,nghiệp,hiệp,điệp,thiệp,1,easy,0
00425,nghiệp,v03168,129,final,p,nghiệp,nghiệm,nghiện,nghiệt,1,easy,0
00426,nội,v03947,130,tone,nang,nội,nối,nồi,nổi,1,hard,0
00427,nội,v03947,130,onset,n,nội,lội,hội,đội,1,medium,0
00428,nội,v03947,130,final,i,nội,nộp,nộ,nộm,1,easy,0
00429,tình,v05774,131,tone,huyen,tình,tỉnh,tinh,tịnh,1,hard,0
00430,tình,v05774,131,onset,t,tình,thình,mình,trình,1,medium,0
00431,tình,v05774,131,final,nh,tình,tìn,tìm,tì,1,medium,0
00432,hà,v01760,132,tone,huyen,hà,hạ,ha,hả,1,hard,0
00433,hà,v01760,132,vowel,a,hà,hồ,hè,hề,1,easy,0
00434,hà,v01760,132,onset,h,hà,và,là,nhà,1,easy,0
00435,hà,v01760,132,final,,hà,hàng,hành,hàn,1,easy,0
00436,nguyễn,v03241,133,tone,nga,nguyễn,nguyến,nguyên,nguyện,1,medium,0
00437,nguyễn,v03241,133,onset,ng,nguyễn,nhuyễn,suyễn,huyễn,1,easy,0
00438,tiền,v05387,134,tone,huyen,tiền,tiên,tiện,tiển,1,hard,0
00439,tiền,v05387,134,vowel,iê,tiền,tồn,tàn,tần,1,easy,0
00440,tiền,v05387,134,onset,t,tiền,thiền,miền,liền,1,medium,0
00441,tiền,v05387,134,final,n,tiền,tiềng,tiềm,tiều,1,medium,0
00442,dự,v01307,135,tone,nang,dự,dừ,dứ,dư,1,hard,0
00443,dự,v01307,135,vowel,ư,dự,dụ,dợ,dị,1,hard,0
00444,dự,v01307,135,onset,d,dự,vự,rự,sự,1,hard,0
00445,lượng,v02614,136,tone,nang,lượng,lường,lương,lưỡng,1,medium,0
00446,lượng,v02614,136,vowel,ươ,lượng,lặng,lạng,lộng,1,easy,0
00447,lượng,v02614,136,onset,l,lượng,tượng,thượng,phượng,1,easy,0
00448,lượng,v02614,136,final,ng,lượng,lượn,lượt,lược,1,medium,0
00449,lên,v02532,137,vowel,ê,lên,liên,len,luôn,1,hard,0
00450,lên,v02532,137,onset,l,lên,nên,trên,bên,1,medium,0
00451,lên,v02532,137,final,n,lên,lênh,lê,lêu,1,medium,0
00452,tin,v05372,138,vowel,i,tin,tiên,tên,tân,1,easy,0
00453,tin,v05372,138,onset,t,tin,thin,xin,in,1,medium,0
00454,tin,v05372,138,final,n,tin,tinh,tim,ti,1,medium,0
00455,điểm,v06653,139,tone,hoi,điểm,điềm,điếm,điêm,1,medium,0
00456,điểm,v06653,139,vowel,iê,điểm,đểm,đảm,đổm,1,medium,0
00457,điểm,v06653,139,onset,đ,điểm,kiểm,hiểm,thiểm,1,easy,0
00458,bình,v00129,140,tone,huyen,bình,binh,bỉnh,bịnh,1,hard,0
00459,bình,v00129,140,onset,b,bình,mình,trình,hình,1,easy,0
00460,bình,v00129,140,final,nh,bình,bìn,bì,bìu,1,medium,0
00461,cấp,v00880,141,vowel,â,cấp,cướp,cắp,cáp,1,easy,0
00462,cấp,v00880,141,onset,c,cấp,chấp,thấp,hấp,1,easy,0
00463,cấp,v00880,141,final,p,cấp,cấu,cấm,cất,1,easy,0
00464,báo,v00098,142,tone,sac,báo,bao,bão,bạo,1,hard,0
00465,báo,v00098,142,onset,b,báo,giáo,cáo,áo,1,easy,0
00466,báo,v00098,142,final,o,báo,bán,bác,bánh,1,easy,0
00467,kinh,v02280,143,tone,ngang,kinh,kính,kình,kỉnh,1,hard,0
00468,kinh,v02280,143,onset,k,kinh,sinh,minh,ninh,1,easy,0
00469,kinh,v02280,143,final,nh,kinh,kin,kim,ki,1,medium,0
00470,đề,v06864,144,tone,huyen,đề,để,đê,đệ,1,hard,0
00471,đề,v06864,144,vowel,ê,đề,đè,đồ,đà,1,medium,0
00472,đề,v06864,144,onset,đ,đề,về,nghề,hề,1,easy,0
00473,đề,v06864,144,final,,đề,đều,đền,đềm,1,easy,0
00474,tác,v05736,145,vowel,a,tác,tắc,tức,tốc,1,medium,0
00475,tác,v05736,145,onset,t,tác,thác,các,khác,1,medium,0
00476,tác,v05736,145,final,c,tác,tách,tát,tái,1,hard,0
00477,dụng,v01291,146,tone,nang,dụng,dùng,dúng,dung,1,hard,0
00478,dụng,v01291,146,vowel,u,dụng,dựng,dạng,dượng,1,medium,0
00479,dụng,v01291,146,onset,d,dụng,rụng,vụng,bụng,1,hard,0
00480,dụng,v01291,146,final,ng,dụng,dục,dụ,dụm,1,easy,0
00481,bảo,v00211,147,tone,hoi,bảo,bào,báo,bao,1,medium,0
00482,bảo,v00211,147,onset,b,bảo,thảo,đảo,khảo,1,easy,0
00483,bảo,v00211,147,final,o,bảo,bản,bảng,bảy,1,easy,0
00484,xã,v06372,148,tone,nga,xã,xá,xa,xả,1,medium,1
00485,xã,v06372,148,onset,x,xã,sã,đã,ngã,1,medium,0
00486,tâm,v05748,149,tone,ngang,tâm,tầm,tấm,tẩm,1,hard,0
00487,tâm,v05748,149,vowel,â,tâm,tim,tiêm,tôm,1,easy,0
00488,tâm,v05748,149,onset,t,tâm,thâm,âm,lâm,1,medium,0
00489,tâm,v05748,149,final,m,tâm,tân,tây,tâng,1,easy,0
00490,xuất,v06347,150,onset,x,xuất,suất,khuất,uất,1,medium,0
00491,tỉnh,v05913,151,tone,hoi,tỉnh,tình,tính,tinh,1,medium,0
00492,tỉnh,v05913,151,onset,t,tỉnh,thỉnh,chỉnh,đỉnh,1,medium,0
00493,tỉnh,v05913,151,final,nh,tỉnh,tỉ,tỉm,tỉu,1,easy,0
00494,cô,v00807,152,tone,ngang,cô,cố,cồ,cổ,1,hard,0
00495,cô,v00807,152,vowel,ô,cô,cơ,co,ca,1,hard,0
00496,cô,v00807,152,onset,c,cô,vô,đô,mô,1,easy,0
00497,cô,v00807,152,final,,cô,công,côn,côi,1,easy,0
00498,nay,v03137,153,tone,ngang,nay,này,náy,nảy,1,hard,0
00499,nay,v03137,153,onset,n,nay,lay,hay,tay,1,medium,0
00500,nay,v03137,153,final,y,nay,nam,nai,na,1,easy,0
00501,thanh,v05046,154,tone,ngang,thanh,thành,thánh,thạnh,1,hard,0
00502,thanh,v05046,154,onset,th,thanh,tanh,anh,danh,1,medium,0
00503,thanh,v05046,154,final,nh,thanh,thang,than,tham,1,hard,0
00504,bà,v00082,155,tone,huyen,bà,ba,bạ,bả,1,hard,0
00505,bà,v00082,155,vowel,a,bà,bè,bờ,bò,1,easy,0
00506,bà,v00082,155,onset,b,bà,và,là,nhà,1,easy,0
00507,bà,v00082,155,final,,bà,bài,bàn,bày,1,easy,0
00508,tài,v05727,156,tone,huyen,tài,tại,tải,tai,1,hard,0
00509,tài,v05727,156,vowel,a,tài,tồi,tời,tuồi,1,easy,0
00510,tài,v05727,156,onset,t,tài,thài,bài,dài,1,medium,0
00511,tài,v05727,156,final,i,tài,tàu,tàng,tàn,1,easy,0
00512,kết,v02353,157,vowel,ê,kết,két,kiết,kít,1,hard,0
00513,kết,v02353,157,onset,k,kết,hết,chết,tết,1,easy,0
00514,kết,v02353,157,final,t,kết,kếch,kế,kếp,1,medium,0
00515,tuổi,v05719,158,tone,hoi,tuổi,tuồi,tuôi,tuối,1,medium,0
00516,tuổi,v05719,158,vowel,uô,tuổi,tổi,tải,tưởi,1,medium,0
00517,tuổi,v05719,158,onset,t,tuổi,buổi,đuổi,ruổi,1,easy,0
00518,cách,v00778,159,onset,c,cách,khách,sách,trách,1,easy,0
00519,cách,v00778,159,final,ch,cách,các,cát,cáo,1,hard,0
00520,vẫn,v06175,160,tone,nga,vẫn,vấn,vận,vân,1,medium,0
00521,vẫn,v06175,160,onset,v,vẫn,dẫn,lẫn,nhẫn,1,medium,0
00522,thu,v05106,161,tone,ngang,thu,thú,thù,thủ,1,hard,0
00523,thu,v05106,161,vowel,u,thu,thư,thi,thơ,1,medium,0
00524,thu,v05106,161,onset,th,thu,tu,khu,du,1,medium,0
00525,thu,v05106,161,final,,thu,thung,thun,thum,1,easy,0
00526,khác,v02123,162,vowel,a,khác,khắc,khúc,khóc,1,medium,0
00527,khác,v02123,162,onset,kh,khác,các,tác,xác,1,easy,0
00528,khác,v02123,162,final,c,khác,khách,khát,khá,1,hard,0
00529,đình,v06736,163,tone,huyen,đình,định,đinh,đỉnh,1,hard,0
00530,đình,v06736,163,onset,đ,đình,mình,trình,hình,1,easy,0
00531,cầu,v00886,164,tone,huyen,cầu,câu,cậu,cẩu,1,hard,0
00532,cầu,v00886,164,onset,c,cầu,đầu,dầu,bầu,1,easy,0
00533,cầu,v00886,164,final,u,cầu,cần,cầm,cầy,1,easy,0
00534,tăng,v05816,165,tone,ngang,tăng,tằng,tắng,tặng,1,hard,0
00535,tăng,v05816,165,vowel,ă,tăng,tang,tương,tung,1,medium,0
00536,tăng,v05816,165,onset,t,tăng,thăng,năng,đăng,1,medium,0
00537,toàn,v05416,166,tone,huyen,toàn,toan,toản,toạn,1,hard,0
00538,toàn,v05416,166,onset,t,toàn,thoàn,hoàn,đoàn,1,medium,0
00539,toàn,v05416,166,final,n,toàn,toàng,toà,toài,1,medium,0
00540,năng,v03835,167,tone,ngang,năng,nắng,nằng,nặng,1,hard,0
00541,năng,v03835,167,vowel,ă,năng,nang,nông,nâng,1,medium,0
00542,năng,v03835,167,onset,n,năng,lăng,tăng,đăng,1,medium,0
00543,phương,v04127,168,tone,ngang,phương,phường,phướng,phượng,1,hard,0
00544,phương,v04127,168,vowel,ươ,phương,phong,phông,phung,1,easy,0
00545,phương,v04127,168,onset,ph,phương,thương,chương,dương,1,easy,0
00546,phòng,v04098,169,tone,huyen,phòng,phong,phỏng,phóng,1,hard,0
00547,phòng,v04098,169,vowel,o,phòng,phồng,phường,phùng,1,medium,0
00548,phòng,v04098,169,onset,ph,phòng,lòng,vòng,dòng,1,easy,0
00549,chúng,v00550,170,tone,sac,chúng,chung,chũng,chủng,1,hard,0
00550,chúng,v00550,170,vowel,u,chúng,chứng,chống,chóng,1,medium,0
00551,chúng,v00550,170,onset,ch,chúng,trúng,đúng,súng,1,medium,0
00552,chúng,v00550,170,final,ng,chúng,chú,chút,chúc,1,easy,0
00553,thấy,v05263,171,tone,sac,thấy,thây,thầy,thẩy,1,medium,0
00554,thấy,v05263,171,onset,th,thấy,tấy,lấy,ấy,1,medium,0
00555,thấy,v05263,171,final,y,thấy,thấp,thất,thấu,1,easy,0
00556,tra,v05434,172,tone,ngang,tra,trà,trá,trả,1,hard,0
00557,tra,v05434,172,vowel,a,tra,tri,trưa,tre,1,easy,0
00558,tra,v05434,172,onset,tr,tra,cha,ra,gia,1,medium,0
00559,tra,v05434,172,final,,tra,trang,tranh,trai,1,easy,0
00560,tháng,v05155,173,tone,sac,tháng,thang,thảng,thàng,1,medium,0
00561,tháng,v05155,173,vowel,a,tháng,thắng,thống,thúng,1,medium,0
00562,tháng,v05155,173,onset,th,tháng,táng,sáng,đáng,1,medium,0
00563,tháng,v05155,173,final,ng,tháng,thánh,thán,thái,1,hard,0
00564,doanh,v01040,174,onset,d,doanh,oanh,khoanh,loanh,1,easy,0
00565,doanh,v01040,174,final,nh,doanh,doan,doang,doa,1,hard,0
00566,giải,v01423,175,onset,gi,giải,rải,dải,phải,1,hard,0
00567,giải,v01423,175,final,i,giải,giảm,giả,giảng,1,easy,0
00568,cần,v00885,176,tone,huyen,cần,cân,cận,cẩn,1,hard,0
00569,cần,v00885,176,vowel,â,cần,cờn,còn,cồn,1,medium,0
00570,cần,v00885,176,onset,c,cần,phần,lần,gần,1,easy,0
00571,cần,v00885,176,final,n,cần,cầu,cầm,cầy,1,easy,0
00572,khách,v02124,177,onset,kh,khách,cách,sách,trách,1,easy,0
00573,khách,v02124,177,final,ch,khách,khác,khát,khá,1,hard,0
00574,thương,v05233,178,tone,ngang,thương,thường,thướng,thưởng,1,hard,0
00575,thương,v05233,178,vowel,ươ,thương,thông,thăng,thang,1,easy,0
00576,thương,v05233,178,onset,th,thương,tương,phương,chương,1,medium,0
00577,tự,v05981,179,tone,nang,tự,từ,tứ,tư,1,hard,0
00578,tự,v05981,179,vowel,ư,tự,tụ,tệ,tạ,1,medium,0
00579,tự,v05981,179,onset,t,tự,thự,sự,dự,1,medium,0
00580,bản,v00208,180,tone,hoi,bản,bàn,bạn,ban,1,medium,0
00581,bản,v00208,180,vowel,a,bản,bẳn,biển,bẩn,1,medium,0
00582,bản,v00208,180,onset,b,bản,sản,quản,phản,1,easy,0
00583,bản,v00208,180,final,n,bản,bảng,bảnh,bảo,1,hard,0
00584,thường,v05238,181,tone,huyen,thường,thương,thưởng,thượng,1,hard,0
00585,thường,v05238,181,vowel,ươ,thường,thùng,thằng,thừng,1,easy,0
00586,thường,v05238,181,onset,th,thường,tường,trường,đường,1,medium,0
00587,chị,v00666,182,tone,nang,chị,chí,chì,chỉ,1,hard,0
00588,chị,v00666,182,vowel,i,chị,chợ,chạ,chệ,1,easy,0
00589,chị,v00666,182,onset,ch,chị,trị,bị,thị,1,medium,0
00590,chưa,v00566,183,tone,ngang,chưa,chứa,chừa,chữa,1,hard,0
00591,chưa,v00566,183,vowel,ưa,chưa,cho,chi,chia,1,easy,0
00592,chưa,v00566,183,onset,ch,chưa,trưa,đưa,mưa,1,medium,0
00593,ảnh,v06989,184,tone,hoi,ảnh,ành,anh,ánh,1,medium,0
00594,ảnh,v06989,184,onset,,ảnh,cảnh,mảnh,rảnh,1,easy,0
00595,ảnh,v06989,184,final,nh,ảnh,ảng,ản,ảo,1,hard,0
00596,ngoài,v03219,185,tone,huyen,ngoài,ngoại,ngoai,ngoải,1,hard,0
00597,ngoài,v03219,185,onset,ng,ngoài,hoài,loài,xoài,1,easy,0
00598,tới,v05949,186,tone,sac,tới,tơi,tợi,tời,1,hard,0
00599,tới,v05949,186,vowel,ơ,tới,tối,tưới,tái,1,hard,0
00600,tới,v05949,186,onset,t,tới,thới,với,mới,1,medium,0
00601,sở,v04991,187,tone,hoi,sở,sờ,sơ,sợ,1,medium,0
00602,sở,v04991,187,vowel,ơ,sở,sử,sổ,sẻ,1,hard,0
00603,sở,v04991,187,onset,s,sở,xở,ở,trở,1,medium,0
00604,quy,v04316,188,tone,ngang,quy,quý,quỳ,quỹ,1,hard,0
00605,quy,v04316,188,vowel,y,quy,qua,quê,qui,1,easy,0
00606,quy,v04316,188,onset,qu,quy,ty,y,ly,1,easy,0
00607,giao,v01359,189,tone,ngang,giao,giáo,giào,giảo,1,hard,0
00608,giao,v01359,189,onset,gi,giao,dao,rao,cao,1,hard,0
00609,giao,v01359,189,final,o,giao,gia,gian,giang,1,easy,0
00610,lớn,v02751,190,tone,sac,lớn,lợn,lơn,lờn,1,hard,0
00611,lớn,v02751,190,vowel,ơ,lớn,lấn,lốn,lún,1,hard,0
00612,lớn,v02751,190,onset,l,lớn,đớn,hớn,ớn,1,easy,0
00613,lớn,v02751,190,final,n,lớn,lớp,lới,lớ,1,easy,0
00614,diễn,v01027,191,tone,nga,diễn,diến,diện,diên,1,medium,0
00615,diễn,v01027,191,vowel,iê,diễn,dẫn,dãn,dỡn,1,easy,0
00616,diễn,v01027,191,onset,d,diễn,viễn,miễn,tiễn,1,medium,0
00617,tổ,v05939,192,tone,hoi,tổ,tồ,tố,tô,1,medium,0
00618,tổ,v05939,192,vowel,ô,tổ,tỏ,tở,tỷ,1,hard,0
00619,tổ,v05939,192,onset,t,tổ,thổ,cổ,bổ,1,medium,0
00620,tổ,v05939,192,final,,tổ,tổng,tổn,tổi,1,easy,0
00621,ý,v06618,193,tone,sac,ý,y,ỹ,ỷ,1,hard,0
00622,ý,v06618,193,vowel,y,ý,á,ứ,ế,1,easy,0
00623,ý,v06618,193,onset,,ý,lý,ký,quý,1,easy,0
00624,yêu,v06536,194,tone,ngang,yêu,yếu,yều,yểu,1,hard,0
00625,yêu,v06536,194,vowel,yê,yêu,ưu,âu,au,1,easy,0
00626,yêu,v06536,194,final,u,yêu,yên,yêm,yêng,1,easy,0
00627,liên,v02393,195,tone,ngang,liên,liền,liến,liễn,1,hard,0
00628,liên,v02393,195,vowel,iê,liên,lên,luôn,lan,1,medium,0
00629,liên,v02393,195,onset,l,liên,niên,viên,nhiên,1,medium,0
00630,liên,v02393,195,final,n,liên,liêng,liêm,liêu,1,medium,0
00631,lực,v02797,196,vowel,ư,lực,lục,lạc,lộc,1,medium,0
00632,lực,v02797,196,onset,l,lực,nực,thực,vực,1,medium,0
00633,lực,v02797,196,final,c,lực,lựu,lự,lựng,1,easy,0
00634,pháp,v04071,197,vowel,a,pháp,phép,phấp,phốp,1,easy,0
00635,pháp,v04071,197,onset,ph,pháp,áp,đáp,tháp,1,easy,0
00636,pháp,v04071,197,final,p,pháp,phát,phá,phán,1,easy,0
00637,ăn,v06620,198,vowel,ă,ăn,an,yên,ơn,1,medium,0
00638,ăn,v06620,198,onset,,ăn,văn,căn,khăn,1,easy,0
00639,gian,v01356,199,tone,ngang,gian,giàn,gián,giản,1,hard,0
00640,gian,v01356,199,vowel,a,gian,giun,gien,giôn,1,easy,0
00641,gian,v01356,199,onset,gi,gian,dan,ran,quan,1,hard,0
00642,gian,v01356,199,final,n,gian,giang,gianh,gia,1,hard,0
00643,tập,v05873,200,vowel,â,tập,tạp,tiệp,tệp,1,easy,0
00644,tập,v05873,200,onset,t,tập,thập,nhập,lập,1,medium,0
00645,tập,v05873,200,final,p,tập,tận,tật,tậu,1,easy,0
00646,khu,v02092,201,tone,ngang,khu,khú,khù,khụ,1,hard,0
00647,khu,v02092,201,vowel,u,khu,khư,khi,khô,1,medium,0
00648,khu,v02092,201,onset,kh,khu,thu,du,nhu,1,easy,0
00649,khu,v02092,201,final,,khu,khung,khum,khun,1,easy,0
00650,ban,v00013,202,tone,ngang,ban,bán,bàn,bạn,1,hard,0
00651,ban,v00013,202,vowel,a,ban,băn,bên,biên,1,medium,0
00652,ban,v00013,202,onset,b,ban,quan,an,gian,1,easy,0
00653,ban,v00013,202,final,n,ban,bang,banh,bao,1,hard,0
00654,cuộc,v00763,203,vowel,uô,cuộc,cộc,cục,cực,1,medium,0
00655,cuộc,v00763,203,onset,c,cuộc,thuộc,buộc,luộc,1,easy,0
00656,cuộc,v00763,203,final,c,cuộc,cuộn,cuội,cuộng,1,easy,0
00657,sống,v04967,204,tone,sac,sống,sông,sộng,sổng,1,hard,0
00658,sống,v04967,204,vowel,ô,sống,sóng,sáng,súng,1,medium,0
00659,sống,v04967,204,onset,s,sống,thống,chống,giống,1,easy,0
00660,sống,v04967,204,final,ng,sống,số,sốt,sốc,1,easy,0
00661,quyết,v04320,205,vowel,yê,quyết,quét,quát,quất,1,easy,0
00662,phạm,v04139,206,tone,nang,phạm,phàm,phám,pham,1,hard,0
00663,phạm,v04139,206,onset,ph,phạm,tạm,trạm,chạm,1,easy,0
00664,phạm,v04139,206,final,m,phạm,phạt,phạc,phạ,1,easy,0
00665,sĩ,v04866,207,tone,nga,sĩ,sí,si,sỉ,1,medium,1
00666,sĩ,v04866,207,vowel,i,sĩ,sẽ,sữa,sỹ,1,easy,0
00667,sĩ,v04866,207,onset,s,sĩ,nghĩ,vĩ,dĩ,1,easy,0
00668,hoá,v01697,208,tone,sac,hoá,hoa,hoạ,hoà,1,hard,0
00669,hoá,v01697,208,onset,h,hoá,khoá,xoá,đoá,1,easy,0
00670,hoá,v01697,208,final,,hoá,hoán,hoác,hoáy,1,easy,0
00671,mặt,v03034,209,vowel,ă,mặt,mạt,một,mật,1,medium,0
00672,mặt,v03034,209,onset,m,mặt,đặt,chặt,nhặt,1,easy,0
00673,triển,v05458,210,tone,hoi,triển,triền,triện,triễn,1,medium,1
00674,triển,v05458,210,onset,tr,triển,chiển,biển,khiển,1,medium,0
00675,triệu,v05463,211,tone,nang,triệu,triều,triêu,triểu,1,medium,0
00676,triệu,v05463,211,onset,tr,triệu,hiệu,liệu,thiệu,1,easy,0
00677,nào,v03760,212,tone,huyen,nào,nạo,nao,nảo,1,hard,0
00678,nào,v03760,212,onset,n,nào,lào,vào,đào,1,medium,0
00679,nào,v03760,212,final,o,nào,này,nàng,nành,1,easy,0
00680,phần,v04153,213,tone,huyen,phần,phân,phận,phẩn,1,hard,0
00681,phần,v04153,213,vowel,â,phần,phiền,phàn,phồn,1,easy,0
00682,phần,v04153,213,onset,ph,phần,cần,lần,gần,1,easy,0
00683,trẻ,v05614,214,vowel,e,trẻ,trể,trở,trả,1,medium,0
00684,trẻ,v05614,214,onset,tr,trẻ,chẻ,sẻ,vẻ,1,medium,0
00685,hay,v01646,215,tone,ngang,hay,háy,hày,hãy,1,hard,0
00686,hay,v01646,215,onset,h,hay,nay,tay,ngay,1,easy,0
00687,hay,v01646,215,final,y,hay,hai,ha,hang,1,easy,0
00688,lần,v02642,216,tone,huyen,lần,lân,lận,lẩn,1,hard,0
00689,lần,v02642,216,vowel,â,lần,lờn,liền,làn,1,medium,0
00690,lần,v02642,216,onset,l,lần,nần,cần,phần,1,medium,0
00691,lần,v02642,216,final,n,lần,lầm,lầu,lầy,1,easy,0
00692,bằng,v00244,217,tone,huyen,bằng,băng,bẳng,bẵng,1,hard,0
00693,bằng,v00244,217,vowel,ă,bằng,bàng,bùng,buồng,1,medium,0
